,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked
146,30,Travel_Rarely,1427,Research & Development,2,1,Medical,1,198,Male,35,1,Single,2720,11162,Y,13,4,80,0,3,Laboratory Technician,3,3,2,1.9459101490553132,1.791759469228055,0.6931471805599453,No,4,2,2,3,No,0
147,41,Travel_Frequently,857,Research & Development,10,3,Life Sciences,1,199,Male,91,4,Divorced,17181,12888,Y,13,2,80,1,2,Manager,3,6,7,3.091042453358316,2.0794415416798357,2.0794415416798357,No,1,4,2,2,No,4
149,19,Travel_Rarely,1181,Research & Development,3,1,Medical,1,201,Female,79,1,Single,1483,16102,Y,14,4,80,0,3,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,2,2,3,3,No,1
150,40,Travel_Frequently,1395,Research & Development,26,3,Medical,1,202,Female,54,2,Divorced,5605,8504,Y,11,1,80,1,2,Research Scientist,3,7,13,3.044522437723423,3.044522437723423,1.0986122886681096,No,2,2,3,3,No,1
151,35,Travel_Rarely,662,Sales,1,5,Marketing,1,204,Male,94,3,Married,7295,11439,Y,13,1,80,2,3,Sales Executive,3,8,6,2.3978952727983707,2.3978952727983707,0.0,No,2,3,3,3,No,1
153,45,Travel_Rarely,194,Research & Development,9,3,Life Sciences,1,206,Male,60,2,Divorced,2348,10901,Y,18,3,80,1,2,Laboratory Technician,3,9,15,3.044522437723423,2.8903717578961645,0.0,No,2,2,3,1,No,8
154,32,Travel_Frequently,967,Sales,8,3,Marketing,1,207,Female,43,3,Single,8998,15589,Y,14,4,80,0,2,Sales Executive,3,8,7,2.302585092994046,2.302585092994046,1.3862943611198906,No,4,2,3,3,No,1
155,29,Non-Travel,1496,Research & Development,1,1,Technical Degree,1,208,Male,41,2,Married,4319,26283,Y,13,1,80,1,1,Manufacturing Director,3,7,9,2.3978952727983707,2.3978952727983707,0.0,No,3,4,3,3,No,1
156,51,Travel_Rarely,1169,Research & Development,7,4,Medical,1,211,Male,34,2,Married,6132,13983,Y,17,3,80,0,2,Manufacturing Director,3,0,0,2.3978952727983707,0.6931471805599453,0.0,No,3,2,2,3,No,2
158,40,Travel_Rarely,630,Sales,4,4,Marketing,1,215,Male,67,3,Married,10855,8552,Y,11,1,80,1,2,Sales Executive,3,11,11,2.772588722239781,2.5649493574615367,1.0986122886681096,No,4,3,2,2,No,7
159,34,Travel_Frequently,303,Sales,2,4,Marketing,1,216,Female,75,1,Married,2231,11314,Y,18,4,80,1,3,Sales Representative,3,3,2,1.9459101490553132,1.6094379124341003,0.6931471805599453,No,3,3,3,3,No,6
161,27,Non-Travel,691,Research & Development,9,3,Medical,1,218,Male,57,1,Divorced,2024,5970,Y,18,4,80,1,1,Research Scientist,3,2,2,1.9459101490553132,1.0986122886681096,1.0986122886681096,No,2,4,3,1,No,6
162,28,Travel_Rarely,440,Research & Development,21,3,Medical,1,221,Male,42,1,Married,2713,6672,Y,11,3,80,1,2,Research Scientist,3,2,2,1.791759469228055,1.791759469228055,0.0,No,4,3,3,1,No,1
163,57,Travel_Rarely,334,Research & Development,24,2,Life Sciences,1,223,Male,83,3,Divorced,9439,23402,Y,16,2,80,1,2,Healthcare Representative,3,3,4,2.5649493574615367,1.791759469228055,0.6931471805599453,No,4,3,4,1,Yes,3
164,27,Non-Travel,1450,Research & Development,3,3,Medical,1,224,Male,79,1,Divorced,2566,25326,Y,15,4,80,1,2,Research Scientist,3,1,1,0.6931471805599453,0.6931471805599453,0.0,No,3,3,2,2,Yes,1
165,50,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,1,226,Female,53,5,Single,19926,17053,Y,15,2,80,0,5,Manager,3,4,4,3.091042453358316,1.791759469228055,1.6094379124341003,No,2,3,3,3,No,3
166,41,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,227,Male,56,1,Divorced,2451,4609,Y,12,1,80,1,2,Research Scientist,3,8,8,2.639057329615259,2.302585092994046,0.6931471805599453,No,3,1,3,3,No,4
167,30,Travel_Rarely,1339,Sales,5,3,Life Sciences,1,228,Female,41,3,Married,9419,8053,Y,12,3,80,1,2,Sales Executive,3,9,4,2.5649493574615367,2.3978952727983707,2.0794415416798357,No,4,2,3,3,No,2
170,27,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,1,233,Male,51,1,Married,3058,13364,Y,16,4,80,1,3,Research Scientist,3,2,1,1.9459101490553132,1.791759469228055,0.6931471805599453,No,2,3,3,2,Yes,0
172,36,Travel_Frequently,1480,Research & Development,3,2,Medical,1,238,Male,30,1,Single,2088,15062,Y,12,3,80,0,3,Laboratory Technician,3,7,2,2.639057329615259,2.1972245773362196,2.0794415416798357,No,2,4,3,2,No,4
173,30,Non-Travel,111,Research & Development,9,3,Medical,1,239,Male,66,2,Divorced,3072,11012,Y,11,3,80,2,4,Laboratory Technician,3,9,10,2.5649493574615367,2.5649493574615367,1.9459101490553132,No,1,3,3,3,No,1
174,45,Travel_Rarely,1268,Sales,4,2,Life Sciences,1,240,Female,30,2,Divorced,5006,6319,Y,11,1,80,1,3,Sales Executive,3,4,3,2.302585092994046,1.791759469228055,0.0,No,1,3,3,4,Yes,4
175,56,Travel_Rarely,713,Research & Development,8,3,Life Sciences,1,241,Female,67,1,Divorced,4257,13939,Y,18,3,80,1,3,Research Scientist,3,2,2,2.995732273553991,1.0986122886681096,1.0986122886681096,No,1,3,3,3,Yes,4
176,33,Travel_Rarely,134,Research & Development,2,3,Life Sciences,1,242,Male,90,1,Single,2500,10515,Y,14,1,80,0,2,Research Scientist,3,1,2,1.6094379124341003,1.3862943611198906,0.0,No,4,3,3,4,No,0
179,38,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,Female,75,1,Single,2288,6319,Y,12,3,80,0,3,Laboratory Technician,3,2,1,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,4,3,3,3,No,1
181,34,Travel_Rarely,629,Research & Development,27,2,Medical,1,247,Female,95,1,Single,2311,5711,Y,15,4,80,0,3,Research Scientist,3,2,2,2.302585092994046,1.3862943611198906,0.6931471805599453,No,2,4,3,3,No,2
183,50,Travel_Rarely,328,Research & Development,1,3,Medical,1,249,Male,86,1,Married,3690,3425,Y,15,4,80,1,2,Laboratory Technician,3,2,2,1.791759469228055,1.3862943611198906,0.0,No,3,3,2,2,No,2
184,53,Travel_Rarely,1084,Research & Development,13,2,Medical,1,250,Female,57,2,Divorced,4450,26250,Y,11,3,80,2,3,Manufacturing Director,3,2,3,1.791759469228055,1.6094379124341003,0.6931471805599453,No,1,4,4,3,No,1
185,33,Travel_Rarely,931,Research & Development,14,3,Medical,1,252,Female,72,1,Married,2756,4673,Y,13,4,80,1,5,Research Scientist,3,7,6,2.1972245773362196,2.1972245773362196,0.6931471805599453,No,2,4,3,3,No,1
186,40,Travel_Rarely,989,Research & Development,4,1,Medical,1,253,Female,46,5,Married,19033,6499,Y,14,2,80,1,2,Manager,3,8,9,3.091042453358316,3.044522437723423,2.302585092994046,No,3,4,3,3,No,1
187,55,Travel_Rarely,692,Research & Development,14,4,Medical,1,254,Male,61,5,Single,18722,13339,Y,11,4,80,0,3,Research Director,3,15,15,3.6109179126442243,3.2188758248682006,1.0986122886681096,No,2,3,4,3,No,8
188,34,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,1,256,Male,45,2,Married,9547,14074,Y,17,3,80,0,2,Manufacturing Director,3,9,9,2.3978952727983707,2.3978952727983707,0.6931471805599453,No,3,4,2,2,No,1
189,51,Travel_Rarely,313,Research & Development,3,3,Medical,1,258,Female,98,4,Single,13734,7192,Y,18,3,80,0,6,Healthcare Representative,3,7,0,3.091042453358316,2.0794415416798357,0.6931471805599453,No,2,4,3,3,No,3
190,52,Travel_Rarely,699,Research & Development,1,4,Life Sciences,1,259,Male,65,5,Married,19999,5678,Y,14,1,80,1,5,Manager,3,18,9,3.5553480614894135,3.5263605246161616,2.4849066497880004,No,3,3,2,3,No,0
191,27,Travel_Rarely,894,Research & Development,9,3,Medical,1,260,Female,99,1,Single,2279,11781,Y,16,4,80,0,2,Research Scientist,3,7,3,2.0794415416798357,2.0794415416798357,0.0,No,2,4,3,2,No,1
192,35,Travel_Rarely,556,Research & Development,23,2,Life Sciences,1,261,Male,50,2,Married,5916,15497,Y,13,1,80,0,1,Manufacturing Director,3,0,1,2.1972245773362196,0.6931471805599453,0.0,Yes,3,2,2,3,Yes,3
193,43,Non-Travel,1344,Research & Development,7,3,Medical,1,262,Male,37,1,Divorced,2089,5228,Y,14,4,80,3,3,Research Scientist,3,4,2,2.0794415416798357,1.791759469228055,1.0986122886681096,No,4,4,4,4,No,4
195,37,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,Male,65,1,Married,3564,22977,Y,12,1,80,1,3,Research Scientist,3,7,7,2.1972245773362196,2.1972245773362196,0.6931471805599453,No,1,2,4,2,Yes,1
196,35,Travel_Frequently,138,Research & Development,2,3,Medical,1,269,Female,37,2,Single,4425,15986,Y,11,4,80,0,5,Laboratory Technician,3,2,2,2.3978952727983707,1.9459101490553132,0.6931471805599453,No,2,2,3,3,No,5
197,42,Non-Travel,926,Research & Development,21,2,Medical,1,270,Female,36,2,Divorced,5265,16439,Y,16,2,80,1,5,Manufacturing Director,3,3,2,2.4849066497880004,1.791759469228055,0.0,No,3,3,3,3,No,2
198,38,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,Male,88,2,Married,6553,7259,Y,14,2,80,0,3,Manufacturing Director,3,0,0,2.70805020110221,0.6931471805599453,0.0,No,3,4,3,3,No,9
199,38,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,Male,54,2,Married,6261,4185,Y,18,1,80,1,3,Manufacturing Director,3,7,7,2.302585092994046,2.0794415416798357,0.6931471805599453,No,4,4,3,1,No,3
200,27,Travel_Frequently,472,Research & Development,1,1,Technical Degree,1,274,Male,60,2,Married,4298,9679,Y,19,3,80,1,1,Manufacturing Director,3,2,0,1.9459101490553132,1.0986122886681096,1.0986122886681096,No,1,3,2,3,No,5
201,49,Non-Travel,1002,Research & Development,18,4,Life Sciences,1,275,Male,92,2,Divorced,6804,23793,Y,15,1,80,2,0,Manufacturing Director,3,7,7,2.0794415416798357,2.0794415416798357,0.6931471805599453,No,4,4,3,3,Yes,1
202,34,Travel_Frequently,878,Research & Development,10,4,Medical,1,277,Male,43,1,Divorced,3815,5972,Y,17,4,80,1,4,Research Scientist,3,3,0,1.791759469228055,1.791759469228055,1.0986122886681096,No,3,4,3,4,Yes,1
203,40,Travel_Rarely,905,Research & Development,19,2,Medical,1,281,Male,99,2,Married,2741,16523,Y,15,3,80,1,2,Laboratory Technician,3,2,7,2.772588722239781,2.0794415416798357,1.3862943611198906,No,4,3,3,4,Yes,8
204,38,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,Male,70,2,Married,6673,11354,Y,19,2,80,0,2,Healthcare Representative,3,0,0,2.8903717578961645,0.6931471805599453,0.0,Yes,1,2,3,3,Yes,7
206,22,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,1,284,Male,60,1,Divorced,2328,12392,Y,16,1,80,1,2,Research Scientist,3,2,2,1.6094379124341003,1.6094379124341003,1.0986122886681096,No,2,4,4,2,Yes,1
207,36,Travel_Frequently,635,Research & Development,18,1,Medical,1,286,Female,73,1,Single,2153,7703,Y,13,1,80,0,2,Laboratory Technician,3,1,7,2.1972245773362196,2.1972245773362196,0.6931471805599453,No,4,2,3,3,No,1
208,40,Non-Travel,1151,Research & Development,9,5,Life Sciences,1,287,Male,63,2,Married,4876,14242,Y,14,4,80,1,5,Healthcare Representative,3,2,2,1.791759469228055,1.3862943611198906,0.0,No,4,4,2,1,No,9
209,46,Travel_Rarely,644,Research & Development,1,4,Medical,1,288,Male,97,3,Divorced,9396,12368,Y,16,3,80,1,3,Healthcare Representative,3,2,3,2.8903717578961645,1.6094379124341003,0.0,No,1,4,3,3,No,7
210,32,Travel_Rarely,1045,Sales,4,4,Medical,1,291,Male,32,3,Married,10400,25812,Y,11,3,80,0,2,Sales Executive,3,8,8,2.70805020110221,2.70805020110221,2.302585092994046,Yes,4,4,1,2,No,1
212,27,Travel_Frequently,1242,Sales,20,3,Life Sciences,1,293,Female,90,2,Single,9981,12916,Y,14,4,80,0,2,Sales Executive,3,7,7,2.0794415416798357,2.0794415416798357,0.0,No,3,4,3,3,No,1
213,51,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,1,296,Male,81,3,Married,12490,15736,Y,16,4,80,2,5,Research Director,3,9,7,2.833213344056216,2.3978952727983707,1.6094379124341003,No,2,2,2,1,No,5
214,30,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,1,297,Female,88,1,Single,2657,8556,Y,11,3,80,0,5,Research Scientist,3,2,4,2.1972245773362196,1.791759469228055,0.0,Yes,1,4,3,3,Yes,5
215,41,Travel_Rarely,896,Sales,6,3,Life Sciences,1,298,Female,75,3,Single,13591,14674,Y,18,3,80,0,3,Manager,3,0,0,2.833213344056216,0.6931471805599453,0.0,No,4,4,3,3,Yes,3
216,30,Travel_Frequently,334,Sales,26,4,Marketing,1,299,Female,52,2,Single,6696,22967,Y,15,3,80,0,5,Sales Executive,3,3,1,2.302585092994046,1.9459101490553132,0.0,Yes,1,3,2,2,No,5
217,29,Travel_Rarely,992,Research & Development,1,3,Technical Degree,1,300,Male,85,1,Single,2058,19757,Y,14,4,80,0,1,Research Scientist,3,2,5,2.0794415416798357,1.9459101490553132,0.6931471805599453,Yes,3,3,3,2,No,0
218,45,Non-Travel,1052,Sales,6,3,Medical,1,302,Female,57,3,Single,8865,16840,Y,12,4,80,0,2,Sales Executive,3,7,8,3.1780538303479458,2.995732273553991,2.5649493574615367,No,4,4,2,3,No,6
219,54,Travel_Rarely,1147,Sales,3,3,Marketing,1,303,Female,52,2,Married,5940,17011,Y,14,4,80,1,4,Sales Executive,3,2,5,2.833213344056216,1.9459101490553132,0.0,No,1,4,3,3,No,2
220,36,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,1,304,Male,62,2,Single,5914,9945,Y,16,4,80,0,3,Laboratory Technician,3,11,7,2.833213344056216,2.639057329615259,1.3862943611198906,No,2,4,3,4,No,8
222,37,Travel_Frequently,663,Research & Development,11,3,Other,1,306,Male,47,3,Divorced,12185,10056,Y,14,3,80,3,1,Research Director,3,8,7,2.3978952727983707,2.3978952727983707,0.0,No,4,2,3,3,Yes,1
223,38,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,Male,76,3,Divorced,10609,9647,Y,12,3,80,2,6,Sales Executive,3,10,13,2.8903717578961645,2.833213344056216,1.791759469228055,No,3,1,3,2,No,0
224,31,Non-Travel,979,Research & Development,1,4,Medical,1,308,Male,90,2,Married,4345,4381,Y,12,4,80,1,2,Manufacturing Director,3,4,4,1.9459101490553132,1.791759469228055,0.6931471805599453,No,3,3,1,3,No,0
225,59,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,309,Male,70,1,Married,2177,8456,Y,17,1,80,1,6,Research Scientist,3,0,0,2.0794415416798357,0.6931471805599453,0.0,No,4,3,2,3,No,3
226,37,Travel_Frequently,319,Sales,4,4,Marketing,1,311,Male,41,1,Divorced,2793,2539,Y,17,3,80,1,2,Sales Representative,3,8,8,2.639057329615259,2.302585092994046,1.791759469228055,No,4,1,3,3,No,4
227,29,Travel_Frequently,1413,Sales,1,1,Medical,1,312,Female,42,3,Married,7918,6599,Y,14,4,80,1,5,Sales Executive,3,10,1,2.4849066497880004,2.4849066497880004,1.6094379124341003,No,4,2,3,3,No,1
228,35,Travel_Frequently,944,Sales,1,3,Marketing,1,314,Female,92,3,Single,8789,9096,Y,14,1,80,0,3,Sales Executive,3,7,8,2.3978952727983707,2.3978952727983707,0.0,No,3,3,3,4,No,1
229,29,Travel_Rarely,896,Research & Development,18,1,Medical,1,315,Male,86,1,Single,2389,14961,Y,13,3,80,0,3,Research Scientist,3,3,1,1.6094379124341003,1.6094379124341003,0.0,Yes,4,3,2,2,Yes,1
230,52,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,1,316,Female,89,1,Single,3212,3300,Y,15,2,80,0,3,Laboratory Technician,3,2,2,1.9459101490553132,1.0986122886681096,1.0986122886681096,No,4,3,2,2,No,7
231,42,Travel_Rarely,532,Research & Development,4,2,Technical Degree,1,319,Male,58,5,Married,19232,4933,Y,11,4,80,0,3,Manager,3,17,15,3.1354942159291497,3.1354942159291497,2.4849066497880004,No,4,3,3,3,No,1
232,59,Travel_Rarely,818,Human Resources,6,2,Medical,1,321,Male,52,1,Married,2267,25657,Y,17,4,80,0,2,Human Resources,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,No,3,2,3,2,No,8
233,50,Travel_Rarely,854,Sales,1,4,Medical,1,323,Female,68,5,Divorced,19517,24118,Y,11,3,80,1,3,Manager,3,0,6,3.4965075614664802,2.0794415416798357,0.0,No,4,4,3,2,No,3
234,33,Travel_Rarely,813,Research & Development,14,3,Medical,1,325,Male,58,1,Married,2436,22149,Y,13,3,80,1,2,Laboratory Technician,3,4,4,2.1972245773362196,1.791759469228055,0.0,Yes,4,3,3,1,Yes,5
237,52,Non-Travel,771,Sales,2,4,Life Sciences,1,329,Male,79,5,Single,19068,21030,Y,18,4,80,0,2,Manager,3,7,12,3.5263605246161616,3.5263605246161616,2.772588722239781,No,3,1,2,4,Yes,1
238,32,Travel_Rarely,1401,Sales,4,2,Life Sciences,1,330,Female,56,1,Married,3931,20990,Y,11,1,80,1,5,Sales Representative,3,3,2,1.9459101490553132,1.6094379124341003,0.6931471805599453,No,2,3,3,3,No,2
239,32,Travel_Rarely,515,Research & Development,1,3,Life Sciences,1,331,Male,62,1,Single,3730,9571,Y,14,4,80,0,2,Laboratory Technician,3,2,2,1.6094379124341003,1.3862943611198906,0.6931471805599453,Yes,3,4,2,1,Yes,0
240,39,Travel_Rarely,1431,Research & Development,1,4,Medical,1,332,Female,96,1,Divorced,2232,15417,Y,14,3,80,3,1,Laboratory Technician,3,2,2,2.0794415416798357,1.3862943611198906,0.6931471805599453,No,3,3,3,3,No,7
241,32,Non-Travel,976,Sales,26,4,Marketing,1,333,Male,100,2,Married,4465,12069,Y,18,1,80,0,2,Sales Executive,3,2,2,1.6094379124341003,1.3862943611198906,1.0986122886681096,No,4,3,3,3,No,0
242,41,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,1,334,Male,36,2,Divorced,3072,19877,Y,16,1,80,2,2,Research Scientist,3,0,0,2.8903717578961645,0.6931471805599453,0.0,No,1,3,3,2,No,2
243,40,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,335,Male,62,2,Divorced,3319,24447,Y,17,1,80,2,3,Research Scientist,3,8,7,2.302585092994046,2.302585092994046,1.6094379124341003,No,4,1,3,3,No,1
244,45,Travel_Rarely,252,Research & Development,1,3,Other,1,336,Male,70,5,Married,19202,15970,Y,11,3,80,1,2,Manager,3,0,7,3.258096538021482,3.2188758248682006,0.6931471805599453,No,4,3,4,3,No,0
245,31,Travel_Frequently,1327,Research & Development,3,4,Medical,1,337,Male,73,3,Divorced,13675,13523,Y,12,1,80,1,3,Research Director,3,2,2,2.302585092994046,1.0986122886681096,1.0986122886681096,No,3,2,3,3,No,9
246,33,Travel_Rarely,832,Research & Development,5,4,Life Sciences,1,338,Female,63,1,Married,2911,14776,Y,13,3,80,1,2,Research Scientist,3,2,2,1.0986122886681096,1.0986122886681096,0.0,No,4,3,2,2,No,1
247,34,Travel_Rarely,470,Research & Development,2,4,Life Sciences,1,339,Male,84,2,Married,5957,23687,Y,13,2,80,1,3,Manufacturing Director,3,9,9,2.639057329615259,2.4849066497880004,1.791759469228055,No,1,4,2,3,No,6
248,37,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,Female,83,1,Married,3920,18697,Y,14,1,80,1,2,Research Scientist,3,1,2,2.8903717578961645,1.3862943611198906,0.0,No,1,3,2,2,No,2
249,45,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,341,Male,77,2,Married,6434,5118,Y,17,4,80,1,1,Manufacturing Director,3,2,2,2.302585092994046,1.3862943611198906,0.0,No,3,1,4,3,No,4
250,37,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,Male,61,3,Divorced,10048,22573,Y,11,2,80,2,5,Manufacturing Director,3,0,0,2.8903717578961645,0.6931471805599453,0.0,Yes,3,1,3,3,No,6
252,29,Travel_Rarely,665,Research & Development,15,3,Life Sciences,1,346,Male,60,1,Single,2340,22673,Y,19,1,80,0,1,Research Scientist,3,5,5,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,3,3,3,No,1
253,42,Travel_Rarely,916,Research & Development,17,2,Life Sciences,1,347,Female,82,2,Single,6545,23016,Y,13,3,80,0,1,Research Scientist,3,2,2,2.3978952727983707,1.3862943611198906,0.0,No,1,4,4,3,Yes,3
254,29,Travel_Rarely,1247,Sales,20,2,Marketing,1,349,Male,45,2,Divorced,6931,10732,Y,14,4,80,1,2,Sales Executive,3,2,2,2.3978952727983707,1.3862943611198906,0.0,No,4,4,3,3,No,2
255,25,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,350,Female,62,2,Married,4898,7505,Y,12,4,80,2,3,Manufacturing Director,3,2,2,1.791759469228055,1.6094379124341003,0.6931471805599453,No,3,1,3,3,No,0
256,42,Travel_Rarely,269,Research & Development,2,3,Medical,1,351,Female,56,1,Divorced,2593,8007,Y,11,3,80,1,4,Laboratory Technician,3,6,8,2.3978952727983707,2.302585092994046,2.0794415416798357,No,1,4,2,3,Yes,0
257,40,Travel_Rarely,1416,Research & Development,2,2,Medical,1,352,Male,49,5,Divorced,19436,5949,Y,19,4,80,1,5,Research Director,3,7,9,3.1354942159291497,3.091042453358316,1.3862943611198906,No,3,1,3,3,No,0
258,51,Travel_Rarely,833,Research & Development,1,3,Life Sciences,1,353,Male,96,1,Married,2723,23231,Y,11,2,80,0,0,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,4,3,3,2,No,1
259,31,Travel_Frequently,307,Research & Development,29,2,Medical,1,355,Male,71,1,Single,3479,11652,Y,11,2,80,0,2,Laboratory Technician,3,4,4,1.9459101490553132,1.791759469228055,0.6931471805599453,Yes,2,3,2,4,No,0
261,38,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,Male,39,2,Married,5249,19682,Y,18,4,80,1,0,Sales Executive,3,7,5,2.639057329615259,2.1972245773362196,2.0794415416798357,No,4,4,2,3,No,3
262,32,Travel_Rarely,128,Research & Development,2,1,Technical Degree,1,362,Male,84,2,Single,2176,19737,Y,13,4,80,0,5,Laboratory Technician,3,2,4,2.302585092994046,1.9459101490553132,0.0,No,1,4,2,3,No,4
263,46,Travel_Rarely,488,Sales,2,3,Technical Degree,1,363,Female,75,4,Married,16872,14977,Y,12,2,80,1,2,Manager,3,7,7,3.367295829986474,2.0794415416798357,2.0794415416798357,No,2,3,1,2,Yes,3
264,28,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,364,Male,79,1,Single,3485,14935,Y,11,3,80,0,5,Laboratory Technician,3,0,0,1.791759469228055,0.0,0.0,Yes,3,1,3,1,No,2
265,29,Travel_Rarely,1210,Sales,2,3,Medical,1,366,Male,78,2,Married,6644,3687,Y,19,2,80,2,2,Sales Executive,3,0,0,2.3978952727983707,0.0,0.0,No,2,1,2,3,No,2
267,25,Non-Travel,675,Research & Development,5,2,Life Sciences,1,369,Male,85,2,Divorced,4000,18384,Y,12,4,80,2,2,Healthcare Representative,3,3,5,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,1,2,4,3,No,1
268,45,Travel_Rarely,1385,Research & Development,20,2,Medical,1,372,Male,79,4,Married,13496,7501,Y,14,2,80,0,2,Healthcare Representative,3,7,10,3.091042453358316,3.044522437723423,1.6094379124341003,No,4,3,3,3,Yes,0
269,36,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,1,373,Male,47,1,Married,3210,20251,Y,11,3,80,1,4,Laboratory Technician,3,13,11,2.833213344056216,2.772588722239781,2.3978952727983707,No,4,4,3,3,No,0
270,55,Travel_Rarely,452,Research & Development,1,3,Medical,1,374,Male,81,5,Single,19045,18938,Y,14,3,80,0,2,Manager,3,10,13,3.6375861597263857,3.6109179126442243,1.6094379124341003,No,1,4,3,3,Yes,0
271,47,Non-Travel,666,Research & Development,29,4,Life Sciences,1,376,Male,88,3,Married,11849,10268,Y,12,4,80,1,2,Manager,3,7,9,2.3978952727983707,2.3978952727983707,2.302585092994046,Yes,2,1,3,2,Yes,1
273,37,Travel_Rarely,228,Sales,6,4,Medical,1,378,Male,98,2,Married,6502,22825,Y,14,2,80,1,5,Sales Executive,3,4,1,2.0794415416798357,1.791759469228055,0.0,No,4,3,3,4,No,4
274,21,Travel_Rarely,996,Research & Development,3,2,Medical,1,379,Male,100,1,Single,3230,10531,Y,17,1,80,0,4,Research Scientist,3,2,0,1.3862943611198906,1.3862943611198906,0.6931471805599453,No,3,4,2,4,No,1
